id	replicate	gDNA	ATAC	H3K27ac
template1_class3_CEBPA_NR2F2_CTCF_FOXA1	1	515	58	47
template1_class3_CEBPA_NR2F2_CTCF_HNF1A	1	898	165	77
template1_class3_CEBPA_NR2F2_CTCF_ONECUT1	1	512	19	68
template1_class3_CEBPA_NR2F2_CTCF_PPARA	1	588	44	20
template1_class3_CEBPA_NR2F2_CTCF_REST	1	570	81	25
template1_class3_CEBPA_NR2F2_CTCF_XBP1	1	558	82	14
template1_class3_CEBPA_NR2F2_FOXA1_CTCF	1	630	94	50
template1_class3_CEBPA_NR2F2_FOXA1_HNF1A	1	1	8	8
template1_class3_CEBPA_NR2F2_FOXA1_ONECUT1	1	132	12	31
template1_class3_CEBPA_NR2F2_FOXA1_PPARA	1	319	17	0
template1_class3_CEBPA_NR2F2_FOXA1_REST	1	0	7	2
template1_class3_CEBPA_NR2F2_FOXA1_XBP1	1	1	0	2
template1_class3_CEBPA_NR2F2_HNF1A_CTCF	1	526	108	57
template1_class3_CEBPA_NR2F2_HNF1A_FOXA1	1	1	3	3
template1_class3_CEBPA_NR2F2_HNF1A_ONECUT1	1	0	10	6
template1_class3_CEBPA_NR2F2_HNF1A_PPARA	1	696	45	21
template1_class3_CEBPA_NR2F2_HNF1A_REST	1	0	13	6
template1_class3_CEBPA_NR2F2_HNF1A_XBP1	1	2	18	26
template1_class3_CEBPA_NR2F2_ONECUT1_CTCF	1	623	42	24
template1_class3_CEBPA_NR2F2_ONECUT1_FOXA1	1	667	61	100
template1_class3_CEBPA_NR2F2_ONECUT1_HNF1A	1	1	14	9
template1_class3_CEBPA_NR2F2_ONECUT1_PPARA	1	817	38	49
template1_class3_CEBPA_NR2F2_ONECUT1_REST	1	0	11	12
template1_class3_CEBPA_NR2F2_ONECUT1_XBP1	1	2	27	28
template1_class3_CEBPA_NR2F2_PPARA_CTCF	1	535	31	0
template1_class3_CEBPA_NR2F2_PPARA_FOXA1	1	739	57	12
template1_class3_CEBPA_NR2F2_PPARA_HNF1A	1	761	114	28
template1_class3_CEBPA_NR2F2_PPARA_ONECUT1	1	795	23	94
template1_class3_CEBPA_NR2F2_PPARA_REST	1	472	39	10
template1_class3_CEBPA_NR2F2_PPARA_XBP1	1	714	35	36
template1_class3_CEBPA_NR2F2_REST_CTCF	1	565	118	20
template1_class3_CEBPA_NR2F2_REST_FOXA1	1	249	32	19
template1_class3_CEBPA_NR2F2_REST_HNF1A	1	31	14	5
template1_class3_CEBPA_NR2F2_REST_ONECUT1	1	162	18	5
template1_class3_CEBPA_NR2F2_REST_PPARA	1	783	44	13
template1_class3_CEBPA_NR2F2_REST_XBP1	1	69	14	5
template1_class3_CEBPA_NR2F2_XBP1_CTCF	1	386	82	43
template1_class3_CEBPA_NR2F2_XBP1_FOXA1	1	0	12	10
template1_class3_CEBPA_NR2F2_XBP1_HNF1A	1	2	21	12
template1_class3_CEBPA_NR2F2_XBP1_ONECUT1	1	0	17	13
template1_class3_CEBPA_NR2F2_XBP1_PPARA	1	499	45	49
template1_class3_CEBPA_NR2F2_XBP1_REST	1	0	11	4
template1_class3_CEBPA_ONECUT1_CTCF_FOXA1	1	315	28	34
template1_class3_CEBPA_ONECUT1_CTCF_HNF1A	1	411	63	39
template1_class3_CEBPA_ONECUT1_CTCF_NR2F2	1	711	25	20
template1_class3_CEBPA_ONECUT1_CTCF_PPARA	1	605	76	18
template1_class3_CEBPA_ONECUT1_CTCF_REST	1	578	46	23
template1_class3_CEBPA_ONECUT1_CTCF_XBP1	1	740	67	44
template1_class3_CEBPA_ONECUT1_FOXA1_CTCF	1	126	32	11
template1_class3_CEBPA_ONECUT1_FOXA1_HNF1A	1	864	139	115
template1_class3_CEBPA_ONECUT1_FOXA1_NR2F2	1	20	26	67
template1_class3_CEBPA_ONECUT1_FOXA1_PPARA	1	1032	112	71
template1_class3_CEBPA_ONECUT1_FOXA1_REST	1	85	7	11
template1_class3_CEBPA_ONECUT1_FOXA1_XBP1	1	194	29	58
template1_class3_CEBPA_ONECUT1_HNF1A_CTCF	1	399	49	29
template1_class3_CEBPA_ONECUT1_HNF1A_FOXA1	1	363	36	57
template1_class3_CEBPA_ONECUT1_HNF1A_NR2F2	1	81	92	61
template1_class3_CEBPA_ONECUT1_HNF1A_PPARA	1	426	14	10
template1_class3_CEBPA_ONECUT1_HNF1A_REST	1	444	17	20
template1_class3_CEBPA_ONECUT1_HNF1A_XBP1	1	603	73	41
template1_class3_CEBPA_ONECUT1_NR2F2_CTCF	1	671	31	50
template1_class3_CEBPA_ONECUT1_NR2F2_FOXA1	1	24	27	29
template1_class3_CEBPA_ONECUT1_NR2F2_HNF1A	1	11	42	27
template1_class3_CEBPA_ONECUT1_NR2F2_PPARA	1	967	72	141
template1_class3_CEBPA_ONECUT1_NR2F2_REST	1	1305	186	85
template1_class3_CEBPA_ONECUT1_NR2F2_XBP1	1	7	7	8
template1_class3_CEBPA_ONECUT1_PPARA_CTCF	1	932	126	93
template1_class3_CEBPA_ONECUT1_PPARA_FOXA1	1	555	35	38
template1_class3_CEBPA_ONECUT1_PPARA_HNF1A	1	902	135	82
template1_class3_CEBPA_ONECUT1_PPARA_NR2F2	1	836	60	44
template1_class3_CEBPA_ONECUT1_PPARA_REST	1	674	71	36
template1_class3_CEBPA_ONECUT1_PPARA_XBP1	1	1004	66	64
template1_class3_CEBPA_ONECUT1_REST_CTCF	1	501	65	39
template1_class3_CEBPA_ONECUT1_REST_FOXA1	1	976	55	40
template1_class3_CEBPA_ONECUT1_REST_HNF1A	1	340	61	0
template1_class3_CEBPA_ONECUT1_REST_NR2F2	1	207	93	71
template1_class3_CEBPA_ONECUT1_REST_PPARA	1	724	64	3
template1_class3_CEBPA_ONECUT1_REST_XBP1	1	707	38	40
template1_class3_CEBPA_ONECUT1_XBP1_CTCF	1	453	35	67
template1_class3_CEBPA_ONECUT1_XBP1_FOXA1	1	849	45	71
template1_class3_CEBPA_ONECUT1_XBP1_HNF1A	1	1105	155	99
template1_class3_CEBPA_ONECUT1_XBP1_NR2F2	1	85	63	63
template1_class3_CEBPA_ONECUT1_XBP1_PPARA	1	410	35	41
template1_class3_CEBPA_ONECUT1_XBP1_REST	1	705	60	15
template1_class3_CEBPA_PPARA_CTCF_FOXA1	1	527	31	48
template1_class3_CEBPA_PPARA_CTCF_HNF1A	1	426	37	54
template1_class3_CEBPA_PPARA_CTCF_NR2F2	1	419	16	24
template1_class3_CEBPA_PPARA_CTCF_ONECUT1	1	405	30	29
template1_class3_CEBPA_PPARA_CTCF_REST	1	258	10	12
template1_class3_CEBPA_PPARA_CTCF_XBP1	1	442	49	78
template1_class3_CEBPA_PPARA_FOXA1_CTCF	1	422	40	37
template1_class3_CEBPA_PPARA_FOXA1_HNF1A	1	841	130	109
template1_class3_CEBPA_PPARA_FOXA1_NR2F2	1	88	37	61
template1_class3_CEBPA_PPARA_FOXA1_ONECUT1	1	408	49	20
template1_class3_CEBPA_PPARA_FOXA1_REST	1	652	18	23
template1_class3_CEBPA_PPARA_FOXA1_XBP1	1	824	93	21
template1_class3_CEBPA_PPARA_HNF1A_CTCF	1	383	15	50
template1_class3_CEBPA_PPARA_HNF1A_FOXA1	1	648	102	112
template1_class3_CEBPA_PPARA_HNF1A_NR2F2	1	409	53	16
template1_class3_CEBPA_PPARA_HNF1A_ONECUT1	1	662	129	41
template1_class3_CEBPA_PPARA_HNF1A_REST	1	784	71	59
template1_class3_CEBPA_PPARA_HNF1A_XBP1	1	587	75	64
template1_class3_CEBPA_PPARA_NR2F2_CTCF	1	575	8	54
template1_class3_CEBPA_PPARA_NR2F2_FOXA1	1	426	5	13
template1_class3_CEBPA_PPARA_NR2F2_HNF1A	1	2	32	13
template1_class3_CEBPA_PPARA_NR2F2_ONECUT1	1	1106	97	60
template1_class3_CEBPA_PPARA_NR2F2_REST	1	758	25	38
template1_class3_CEBPA_PPARA_NR2F2_XBP1	1	7	11	6
template1_class3_CEBPA_PPARA_ONECUT1_CTCF	1	555	37	16
template1_class3_CEBPA_PPARA_ONECUT1_FOXA1	1	539	81	59
template1_class3_CEBPA_PPARA_ONECUT1_HNF1A	1	574	53	30
template1_class3_CEBPA_PPARA_ONECUT1_NR2F2	1	647	80	53
template1_class3_CEBPA_PPARA_ONECUT1_REST	1	904	61	41
template1_class3_CEBPA_PPARA_ONECUT1_XBP1	1	444	32	31
template1_class3_CEBPA_PPARA_REST_CTCF	1	266	31	0
template1_class3_CEBPA_PPARA_REST_FOXA1	1	848	79	30
template1_class3_CEBPA_PPARA_REST_HNF1A	1	518	51	10
template1_class3_CEBPA_PPARA_REST_NR2F2	1	380	70	29
template1_class3_CEBPA_PPARA_REST_ONECUT1	1	1126	52	13
template1_class3_CEBPA_PPARA_REST_XBP1	1	360	6	27
template1_class3_CEBPA_PPARA_XBP1_CTCF	1	221	22	40
template1_class3_CEBPA_PPARA_XBP1_FOXA1	1	1095	73	78
template1_class3_CEBPA_PPARA_XBP1_HNF1A	1	875	140	44
template1_class3_CEBPA_PPARA_XBP1_NR2F2	1	258	36	15
template1_class3_CEBPA_PPARA_XBP1_ONECUT1	1	456	39	72
template1_class3_CEBPA_PPARA_XBP1_REST	1	457	35	1
template1_class3_CEBPA_REST_CTCF_FOXA1	1	447	44	0
template1_class3_CEBPA_REST_CTCF_HNF1A	1	636	67	52
template1_class3_CEBPA_REST_CTCF_NR2F2	1	468	42	16
template1_class3_CEBPA_REST_CTCF_ONECUT1	1	500	9	8
template1_class3_CEBPA_REST_CTCF_PPARA	1	243	8	20
template1_class3_CEBPA_REST_CTCF_XBP1	1	554	11	21
template1_class3_CEBPA_REST_FOXA1_CTCF	1	447	64	13
template1_class3_CEBPA_REST_FOXA1_HNF1A	1	657	66	42
template1_class3_CEBPA_REST_FOXA1_NR2F2	1	28	52	45
template1_class3_CEBPA_REST_FOXA1_ONECUT1	1	424	48	16
template1_class3_CEBPA_REST_FOXA1_PPARA	1	375	70	18
template1_class3_CEBPA_REST_FOXA1_XBP1	1	810	23	13
template1_class3_CEBPA_REST_HNF1A_CTCF	1	328	23	16
template1_class3_CEBPA_REST_HNF1A_FOXA1	1	1212	141	58
template1_class3_CEBPA_REST_HNF1A_NR2F2	1	387	8	10
template1_class3_CEBPA_REST_HNF1A_ONECUT1	1	922	93	54
template1_class3_CEBPA_REST_HNF1A_PPARA	1	466	9	43
template1_class3_CEBPA_REST_HNF1A_XBP1	1	773	48	60
template1_class3_CEBPA_REST_NR2F2_CTCF	1	653	89	31
template1_class3_CEBPA_REST_NR2F2_FOXA1	1	8	3	0
template1_class3_CEBPA_REST_NR2F2_HNF1A	1	1	11	7
template1_class3_CEBPA_REST_NR2F2_ONECUT1	1	72	27	6
template1_class3_CEBPA_REST_NR2F2_PPARA	1	574	61	46
template1_class3_CEBPA_REST_NR2F2_XBP1	1	0	9	5
template1_class3_CEBPA_REST_ONECUT1_CTCF	1	434	69	34
template1_class3_CEBPA_REST_ONECUT1_FOXA1	1	572	80	0
template1_class3_CEBPA_REST_ONECUT1_HNF1A	1	768	102	12
template1_class3_CEBPA_REST_ONECUT1_NR2F2	1	207	82	17
template1_class3_CEBPA_REST_ONECUT1_PPARA	1	438	1	4
template1_class3_CEBPA_REST_ONECUT1_XBP1	1	833	25	44
template1_class3_CEBPA_REST_PPARA_CTCF	1	452	16	0
template1_class3_CEBPA_REST_PPARA_FOXA1	1	373	33	26
template1_class3_CEBPA_REST_PPARA_HNF1A	1	460	28	11
template1_class3_CEBPA_REST_PPARA_NR2F2	1	681	11	27
template1_class3_CEBPA_REST_PPARA_ONECUT1	1	735	55	33
template1_class3_CEBPA_REST_PPARA_XBP1	1	471	22	9
template1_class3_CEBPA_REST_XBP1_CTCF	1	189	9	7
template1_class3_CEBPA_REST_XBP1_FOXA1	1	613	42	7
template1_class3_CEBPA_REST_XBP1_HNF1A	1	613	85	28
template1_class3_CEBPA_REST_XBP1_NR2F2	1	216	64	8
template1_class3_CEBPA_REST_XBP1_ONECUT1	1	687	61	8
template1_class3_CEBPA_REST_XBP1_PPARA	1	766	73	58
template1_class3_CEBPA_XBP1_CTCF_FOXA1	1	492	94	65
template1_class3_CEBPA_XBP1_CTCF_HNF1A	1	875	105	79
template1_class3_CEBPA_XBP1_CTCF_NR2F2	1	703	76	83
template1_class3_CEBPA_XBP1_CTCF_ONECUT1	1	783	49	29
template1_class3_CEBPA_XBP1_CTCF_PPARA	1	272	34	43
template1_class3_CEBPA_XBP1_CTCF_REST	1	234	19	6
template1_class3_CEBPA_XBP1_FOXA1_CTCF	1	617	48	9
template1_class3_CEBPA_XBP1_FOXA1_HNF1A	1	1380	121	151
template1_class3_CEBPA_XBP1_FOXA1_NR2F2	1	4	33	21
template1_class3_CEBPA_XBP1_FOXA1_ONECUT1	1	793	71	35
template1_class3_CEBPA_XBP1_FOXA1_PPARA	1	992	109	82
template1_class3_CEBPA_XBP1_FOXA1_REST	1	569	50	19
template1_class3_CEBPA_XBP1_HNF1A_CTCF	1	544	127	17
template1_class3_CEBPA_XBP1_HNF1A_FOXA1	1	971	125	95
template1_class3_CEBPA_XBP1_HNF1A_NR2F2	1	352	91	27
template1_class3_CEBPA_XBP1_HNF1A_ONECUT1	1	403	24	9
template1_class3_CEBPA_XBP1_HNF1A_PPARA	1	772	84	45
template1_class3_CEBPA_XBP1_HNF1A_REST	1	1207	198	98
template1_class3_CEBPA_XBP1_NR2F2_CTCF	1	684	38	39
template1_class3_CEBPA_XBP1_NR2F2_FOXA1	1	5	13	11
template1_class3_CEBPA_XBP1_NR2F2_HNF1A	1	0	27	9
template1_class3_CEBPA_XBP1_NR2F2_ONECUT1	1	6	34	26
template1_class3_CEBPA_XBP1_NR2F2_PPARA	1	509	53	22
template1_class3_CEBPA_XBP1_NR2F2_REST	1	2	12	9
template1_class3_CEBPA_XBP1_ONECUT1_CTCF	1	405	47	30
template1_class3_CEBPA_XBP1_ONECUT1_FOXA1	1	451	34	16
template1_class3_CEBPA_XBP1_ONECUT1_HNF1A	1	595	121	8
template1_class3_CEBPA_XBP1_ONECUT1_NR2F2	1	92	117	117
template1_class3_CEBPA_XBP1_ONECUT1_PPARA	1	917	63	79
template1_class3_CEBPA_XBP1_ONECUT1_REST	1	439	31	23
template1_class3_CEBPA_XBP1_PPARA_CTCF	1	339	38	27
template1_class3_CEBPA_XBP1_PPARA_FOXA1	1	573	46	46
template1_class3_CEBPA_XBP1_PPARA_HNF1A	1	1272	155	46
template1_class3_CEBPA_XBP1_PPARA_NR2F2	1	695	95	54
template1_class3_CEBPA_XBP1_PPARA_ONECUT1	1	569	20	27
template1_class3_CEBPA_XBP1_PPARA_REST	1	224	38	21
template1_class3_CEBPA_XBP1_REST_CTCF	1	279	28	21
template1_class3_CEBPA_XBP1_REST_FOXA1	1	704	79	29
template1_class3_CEBPA_XBP1_REST_HNF1A	1	372	32	10
template1_class3_CEBPA_XBP1_REST_NR2F2	1	291	41	6
template1_class3_CEBPA_XBP1_REST_ONECUT1	1	462	20	0
template1_class3_CEBPA_XBP1_REST_PPARA	1	268	5	0
template1_class3_CTCF_CEBPA_FOXA1_HNF1A	1	522	93	77
template1_class3_CTCF_CEBPA_FOXA1_NR2F2	1	17	39	12
template1_class3_CTCF_CEBPA_FOXA1_ONECUT1	1	712	110	48
template1_class3_CTCF_CEBPA_FOXA1_PPARA	1	876	60	81
template1_class3_CTCF_CEBPA_FOXA1_REST	1	421	92	8
template1_class3_CTCF_CEBPA_FOXA1_XBP1	1	536	110	24
template1_class3_CTCF_CEBPA_HNF1A_FOXA1	1	843	144	65
template1_class3_CTCF_CEBPA_HNF1A_NR2F2	1	381	61	6
template1_class3_CTCF_CEBPA_HNF1A_ONECUT1	1	803	121	43
template1_class3_CTCF_CEBPA_HNF1A_PPARA	1	343	50	19
template1_class3_CTCF_CEBPA_HNF1A_REST	1	475	49	3
template1_class3_CTCF_CEBPA_HNF1A_XBP1	1	1002	133	69
template1_class3_CTCF_CEBPA_NR2F2_FOXA1	1	0	3	7
template1_class3_CTCF_CEBPA_NR2F2_HNF1A	1	0	17	9
template1_class3_CTCF_CEBPA_NR2F2_ONECUT1	1	1	11	4
template1_class3_CTCF_CEBPA_NR2F2_PPARA	1	336	24	11
template1_class3_CTCF_CEBPA_NR2F2_REST	1	216	37	8
template1_class3_CTCF_CEBPA_NR2F2_XBP1	1	0	10	11
template1_class3_CTCF_CEBPA_ONECUT1_FOXA1	1	468	34	13
template1_class3_CTCF_CEBPA_ONECUT1_HNF1A	1	521	55	25
template1_class3_CTCF_CEBPA_ONECUT1_NR2F2	1	130	113	16
template1_class3_CTCF_CEBPA_ONECUT1_PPARA	1	599	38	25
template1_class3_CTCF_CEBPA_ONECUT1_REST	1	497	73	3
template1_class3_CTCF_CEBPA_ONECUT1_XBP1	1	565	75	21
template1_class3_CTCF_CEBPA_PPARA_FOXA1	1	440	28	25
template1_class3_CTCF_CEBPA_PPARA_HNF1A	1	531	71	24
template1_class3_CTCF_CEBPA_PPARA_NR2F2	1	318	0	8
template1_class3_CTCF_CEBPA_PPARA_ONECUT1	1	717	88	14
template1_class3_CTCF_CEBPA_PPARA_REST	1	375	23	6
template1_class3_CTCF_CEBPA_PPARA_XBP1	1	422	16	14
template1_class3_CTCF_CEBPA_REST_FOXA1	1	723	37	26
template1_class3_CTCF_CEBPA_REST_HNF1A	1	578	49	9
template1_class3_CTCF_CEBPA_REST_NR2F2	1	266	78	15
template1_class3_CTCF_CEBPA_REST_ONECUT1	1	294	37	8
template1_class3_CTCF_CEBPA_REST_PPARA	1	244	17	4
template1_class3_CTCF_CEBPA_REST_XBP1	1	433	28	8
template1_class3_CTCF_CEBPA_XBP1_FOXA1	1	692	72	54
template1_class3_CTCF_CEBPA_XBP1_HNF1A	1	492	42	47
template1_class3_CTCF_CEBPA_XBP1_NR2F2	1	136	29	15
template1_class3_CTCF_CEBPA_XBP1_ONECUT1	1	295	33	8
template1_class3_CTCF_CEBPA_XBP1_PPARA	1	405	31	40
template1_class3_CTCF_CEBPA_XBP1_REST	1	407	49	2
template1_class3_CTCF_FOXA1_CEBPA_HNF1A	1	587	52	56
template1_class3_CTCF_FOXA1_CEBPA_NR2F2	1	26	40	18
template1_class3_CTCF_FOXA1_CEBPA_ONECUT1	1	958	144	46
template1_class3_CTCF_FOXA1_CEBPA_PPARA	1	590	38	17
template1_class3_CTCF_FOXA1_CEBPA_REST	1	463	41	21
template1_class3_CTCF_FOXA1_CEBPA_XBP1	1	527	73	30
template1_class3_CTCF_FOXA1_HNF1A_CEBPA	1	511	78	46
template1_class3_CTCF_FOXA1_HNF1A_NR2F2	1	492	98	9
template1_class3_CTCF_FOXA1_HNF1A_ONECUT1	1	507	73	47
template1_class3_CTCF_FOXA1_HNF1A_PPARA	1	328	22	32
template1_class3_CTCF_FOXA1_HNF1A_REST	1	816	114	20
template1_class3_CTCF_FOXA1_HNF1A_XBP1	1	423	50	14
template1_class3_CTCF_FOXA1_NR2F2_CEBPA	1	1	10	5
template1_class3_CTCF_FOXA1_NR2F2_HNF1A	1	0	23	4
template1_class3_CTCF_FOXA1_NR2F2_ONECUT1	1	1	21	15
template1_class3_CTCF_FOXA1_NR2F2_PPARA	1	507	61	25
template1_class3_CTCF_FOXA1_NR2F2_REST	1	213	33	9
template1_class3_CTCF_FOXA1_NR2F2_XBP1	1	0	1	0
template1_class3_CTCF_FOXA1_ONECUT1_CEBPA	1	774	69	62
template1_class3_CTCF_FOXA1_ONECUT1_HNF1A	1	599	38	27
template1_class3_CTCF_FOXA1_ONECUT1_NR2F2	1	88	55	23
template1_class3_CTCF_FOXA1_ONECUT1_PPARA	1	439	48	56
template1_class3_CTCF_FOXA1_ONECUT1_REST	1	308	22	8
template1_class3_CTCF_FOXA1_ONECUT1_XBP1	1	422	43	31
template1_class3_CTCF_FOXA1_PPARA_CEBPA	1	631	76	31
template1_class3_CTCF_FOXA1_PPARA_HNF1A	1	73	6	3
template1_class3_CTCF_FOXA1_PPARA_NR2F2	1	569	91	33
template1_class3_CTCF_FOXA1_PPARA_ONECUT1	1	591	88	30
template1_class3_CTCF_FOXA1_PPARA_REST	1	246	38	0
template1_class3_CTCF_FOXA1_PPARA_XBP1	1	59	7	16
template1_class3_CTCF_FOXA1_REST_CEBPA	1	525	62	31
template1_class3_CTCF_FOXA1_REST_HNF1A	1	198	49	2
template1_class3_CTCF_FOXA1_REST_NR2F2	1	211	42	0
template1_class3_CTCF_FOXA1_REST_ONECUT1	1	259	13	16
template1_class3_CTCF_FOXA1_REST_PPARA	1	208	23	0
template1_class3_CTCF_FOXA1_REST_XBP1	1	650	43	14
template1_class3_CTCF_FOXA1_XBP1_CEBPA	1	826	79	67
template1_class3_CTCF_FOXA1_XBP1_HNF1A	1	403	58	33
template1_class3_CTCF_FOXA1_XBP1_NR2F2	1	183	24	24
template1_class3_CTCF_FOXA1_XBP1_ONECUT1	1	644	46	29
template1_class3_CTCF_FOXA1_XBP1_PPARA	1	58	18	4
template1_class3_CTCF_FOXA1_XBP1_REST	1	75	12	2
template1_class3_CTCF_HNF1A_CEBPA_FOXA1	1	539	97	55
template1_class3_CTCF_HNF1A_CEBPA_NR2F2	1	352	79	16
template1_class3_CTCF_HNF1A_CEBPA_ONECUT1	1	335	58	12
template1_class3_CTCF_HNF1A_CEBPA_PPARA	1	510	106	16
template1_class3_CTCF_HNF1A_CEBPA_REST	1	822	100	9
template1_class3_CTCF_HNF1A_CEBPA_XBP1	1	640	89	83
template1_class3_CTCF_HNF1A_FOXA1_CEBPA	1	524	57	27
template1_class3_CTCF_HNF1A_FOXA1_NR2F2	1	358	62	21
template1_class3_CTCF_HNF1A_FOXA1_ONECUT1	1	718	63	22
template1_class3_CTCF_HNF1A_FOXA1_PPARA	1	344	47	7
template1_class3_CTCF_HNF1A_FOXA1_REST	1	350	48	2
template1_class3_CTCF_HNF1A_FOXA1_XBP1	1	296	41	15
template1_class3_CTCF_HNF1A_NR2F2_CEBPA	1	0	20	22
template1_class3_CTCF_HNF1A_NR2F2_FOXA1	1	2	22	25
template1_class3_CTCF_HNF1A_NR2F2_ONECUT1	1	1	19	9
template1_class3_CTCF_HNF1A_NR2F2_PPARA	1	1215	92	58
template1_class3_CTCF_HNF1A_NR2F2_REST	1	2	37	14
template1_class3_CTCF_HNF1A_NR2F2_XBP1	1	0	11	5
template1_class3_CTCF_HNF1A_ONECUT1_CEBPA	1	483	86	79
template1_class3_CTCF_HNF1A_ONECUT1_FOXA1	1	473	91	47
template1_class3_CTCF_HNF1A_ONECUT1_NR2F2	1	86	78	51
template1_class3_CTCF_HNF1A_ONECUT1_PPARA	1	358	65	9
template1_class3_CTCF_HNF1A_ONECUT1_REST	1	872	97	23
template1_class3_CTCF_HNF1A_ONECUT1_XBP1	1	606	38	38
template1_class3_CTCF_HNF1A_PPARA_CEBPA	1	552	53	17
template1_class3_CTCF_HNF1A_PPARA_FOXA1	1	359	32	21
template1_class3_CTCF_HNF1A_PPARA_NR2F2	1	1927	273	103
template1_class3_CTCF_HNF1A_PPARA_ONECUT1	1	615	75	19
template1_class3_CTCF_HNF1A_PPARA_REST	1	280	49	23
template1_class3_CTCF_HNF1A_PPARA_XBP1	1	265	70	22
template1_class3_CTCF_HNF1A_REST_CEBPA	1	375	37	5
template1_class3_CTCF_HNF1A_REST_FOXA1	1	307	61	7
template1_class3_CTCF_HNF1A_REST_NR2F2	1	993	127	20
template1_class3_CTCF_HNF1A_REST_ONECUT1	1	423	78	11
template1_class3_CTCF_HNF1A_REST_PPARA	1	381	64	25
template1_class3_CTCF_HNF1A_REST_XBP1	1	603	63	14
template1_class3_CTCF_HNF1A_XBP1_CEBPA	1	500	53	61
template1_class3_CTCF_HNF1A_XBP1_FOXA1	1	468	62	65
template1_class3_CTCF_HNF1A_XBP1_NR2F2	1	21	59	18
template1_class3_CTCF_HNF1A_XBP1_ONECUT1	1	400	116	77
template1_class3_CTCF_HNF1A_XBP1_PPARA	1	660	91	58
template1_class3_CTCF_HNF1A_XBP1_REST	1	432	94	27
template1_class3_CTCF_NR2F2_CEBPA_FOXA1	1	154	34	9
template1_class3_CTCF_NR2F2_CEBPA_HNF1A	1	0	10	18
template1_class3_CTCF_NR2F2_CEBPA_ONECUT1	1	200	29	42
template1_class3_CTCF_NR2F2_CEBPA_PPARA	1	325	41	35
template1_class3_CTCF_NR2F2_CEBPA_REST	1	16	4	4
template1_class3_CTCF_NR2F2_CEBPA_XBP1	1	0	10	11
template1_class3_CTCF_NR2F2_FOXA1_CEBPA	1	185	28	22
template1_class3_CTCF_NR2F2_FOXA1_HNF1A	1	0	23	14
template1_class3_CTCF_NR2F2_FOXA1_ONECUT1	1	157	10	23
template1_class3_CTCF_NR2F2_FOXA1_PPARA	1	353	29	26
template1_class3_CTCF_NR2F2_FOXA1_REST	1	9	13	5
template1_class3_CTCF_NR2F2_FOXA1_XBP1	1	0	1	0
template1_class3_CTCF_NR2F2_HNF1A_CEBPA	1	0	4	6
template1_class3_CTCF_NR2F2_HNF1A_FOXA1	1	0	35	12
template1_class3_CTCF_NR2F2_HNF1A_ONECUT1	1	0	18	15
template1_class3_CTCF_NR2F2_HNF1A_PPARA	1	1719	120	71
template1_class3_CTCF_NR2F2_HNF1A_REST	1	2	29	10
template1_class3_CTCF_NR2F2_HNF1A_XBP1	1	0	12	8
template1_class3_CTCF_NR2F2_ONECUT1_CEBPA	1	813	107	66
template1_class3_CTCF_NR2F2_ONECUT1_FOXA1	1	789	108	60
template1_class3_CTCF_NR2F2_ONECUT1_HNF1A	1	0	29	20
template1_class3_CTCF_NR2F2_ONECUT1_PPARA	1	329	92	6
template1_class3_CTCF_NR2F2_ONECUT1_REST	1	0	10	10
template1_class3_CTCF_NR2F2_ONECUT1_XBP1	1	2	29	24
template1_class3_CTCF_NR2F2_PPARA_CEBPA	1	547	64	34
template1_class3_CTCF_NR2F2_PPARA_FOXA1	1	623	47	93
template1_class3_CTCF_NR2F2_PPARA_HNF1A	1	1348	148	31
template1_class3_CTCF_NR2F2_PPARA_ONECUT1	1	613	63	13
template1_class3_CTCF_NR2F2_PPARA_REST	1	916	60	25
template1_class3_CTCF_NR2F2_PPARA_XBP1	1	1545	118	53
template1_class3_CTCF_NR2F2_REST_CEBPA	1	185	24	6
template1_class3_CTCF_NR2F2_REST_FOXA1	1	113	14	0
template1_class3_CTCF_NR2F2_REST_HNF1A	1	359	50	31
template1_class3_CTCF_NR2F2_REST_ONECUT1	1	101	14	11
template1_class3_CTCF_NR2F2_REST_PPARA	1	349	18	0
template1_class3_CTCF_NR2F2_REST_XBP1	1	493	44	17
template1_class3_CTCF_NR2F2_XBP1_CEBPA	1	1	12	26
template1_class3_CTCF_NR2F2_XBP1_FOXA1	1	0	13	24
template1_class3_CTCF_NR2F2_XBP1_HNF1A	1	4	21	18
template1_class3_CTCF_NR2F2_XBP1_ONECUT1	1	1	31	15
template1_class3_CTCF_NR2F2_XBP1_PPARA	1	766	74	75
template1_class3_CTCF_NR2F2_XBP1_REST	1	1	10	8
template1_class3_CTCF_ONECUT1_CEBPA_FOXA1	1	416	27	68
template1_class3_CTCF_ONECUT1_CEBPA_HNF1A	1	454	66	19
template1_class3_CTCF_ONECUT1_CEBPA_NR2F2	1	215	94	49
template1_class3_CTCF_ONECUT1_CEBPA_PPARA	1	455	62	50
template1_class3_CTCF_ONECUT1_CEBPA_REST	1	350	24	18
template1_class3_CTCF_ONECUT1_CEBPA_XBP1	1	569	73	36
template1_class3_CTCF_ONECUT1_FOXA1_CEBPA	1	257	75	3
template1_class3_CTCF_ONECUT1_FOXA1_HNF1A	1	570	92	17
template1_class3_CTCF_ONECUT1_FOXA1_NR2F2	1	87	69	26
template1_class3_CTCF_ONECUT1_FOXA1_PPARA	1	486	41	13
