id	replicate	gDNA	ATAC	H3K27ac
template1_class3_FOXA1_ONECUT1_CEBPA_PPARA	2	162	31	28
template1_class3_FOXA1_ONECUT1_CEBPA_REST	2	374	36	27
template1_class3_FOXA1_ONECUT1_CEBPA_XBP1	2	373	73	86
template1_class3_FOXA1_ONECUT1_CTCF_CEBPA	2	186	9	26
template1_class3_FOXA1_ONECUT1_CTCF_HNF1A	2	266	29	68
template1_class3_FOXA1_ONECUT1_CTCF_NR2F2	2	406	83	63
template1_class3_FOXA1_ONECUT1_CTCF_PPARA	2	217	34	24
template1_class3_FOXA1_ONECUT1_CTCF_REST	2	278	18	26
template1_class3_FOXA1_ONECUT1_CTCF_XBP1	2	338	41	106
template1_class3_FOXA1_ONECUT1_HNF1A_CEBPA	2	231	32	16
template1_class3_FOXA1_ONECUT1_HNF1A_CTCF	2	368	35	55
template1_class3_FOXA1_ONECUT1_HNF1A_NR2F2	2	29	25	40
template1_class3_FOXA1_ONECUT1_HNF1A_PPARA	2	427	8	84
template1_class3_FOXA1_ONECUT1_HNF1A_REST	2	534	99	17
template1_class3_FOXA1_ONECUT1_HNF1A_XBP1	2	322	72	84
template1_class3_FOXA1_ONECUT1_NR2F2_CEBPA	2	76	11	27
template1_class3_FOXA1_ONECUT1_NR2F2_CTCF	2	554	91	160
template1_class3_FOXA1_ONECUT1_NR2F2_HNF1A	2	7	39	57
template1_class3_FOXA1_ONECUT1_NR2F2_PPARA	2	540	46	65
template1_class3_FOXA1_ONECUT1_NR2F2_REST	2	399	57	61
template1_class3_FOXA1_ONECUT1_NR2F2_XBP1	2	5	20	19
template1_class3_FOXA1_ONECUT1_PPARA_CEBPA	2	270	38	43
template1_class3_FOXA1_ONECUT1_PPARA_CTCF	2	330	31	79
template1_class3_FOXA1_ONECUT1_PPARA_HNF1A	2	594	88	138
template1_class3_FOXA1_ONECUT1_PPARA_NR2F2	2	420	43	125
template1_class3_FOXA1_ONECUT1_PPARA_REST	2	281	35	69
template1_class3_FOXA1_ONECUT1_PPARA_XBP1	2	368	60	115
template1_class3_FOXA1_ONECUT1_REST_CEBPA	2	348	3	74
template1_class3_FOXA1_ONECUT1_REST_CTCF	2	212	34	0
template1_class3_FOXA1_ONECUT1_REST_HNF1A	2	227	60	25
template1_class3_FOXA1_ONECUT1_REST_NR2F2	2	240	62	61
template1_class3_FOXA1_ONECUT1_REST_PPARA	2	250	40	30
template1_class3_FOXA1_ONECUT1_REST_XBP1	2	264	0	3
template1_class3_FOXA1_ONECUT1_XBP1_CEBPA	2	345	41	107
template1_class3_FOXA1_ONECUT1_XBP1_CTCF	2	275	80	53
template1_class3_FOXA1_ONECUT1_XBP1_HNF1A	2	757	136	145
template1_class3_FOXA1_ONECUT1_XBP1_NR2F2	2	61	106	176
template1_class3_FOXA1_ONECUT1_XBP1_PPARA	2	372	38	53
template1_class3_FOXA1_ONECUT1_XBP1_REST	2	513	63	54
template1_class3_FOXA1_PPARA_CEBPA_CTCF	2	417	47	169
template1_class3_FOXA1_PPARA_CEBPA_HNF1A	2	474	124	85
template1_class3_FOXA1_PPARA_CEBPA_NR2F2	2	120	52	109
template1_class3_FOXA1_PPARA_CEBPA_ONECUT1	2	534	80	75
template1_class3_FOXA1_PPARA_CEBPA_REST	2	410	51	35
template1_class3_FOXA1_PPARA_CEBPA_XBP1	2	252	24	63
template1_class3_FOXA1_PPARA_CTCF_CEBPA	2	184	19	43
template1_class3_FOXA1_PPARA_CTCF_HNF1A	2	281	23	53
template1_class3_FOXA1_PPARA_CTCF_NR2F2	2	293	18	37
template1_class3_FOXA1_PPARA_CTCF_ONECUT1	2	354	47	70
template1_class3_FOXA1_PPARA_CTCF_REST	2	336	21	8
template1_class3_FOXA1_PPARA_CTCF_XBP1	2	166	33	32
template1_class3_FOXA1_PPARA_HNF1A_CEBPA	2	391	35	135
template1_class3_FOXA1_PPARA_HNF1A_CTCF	2	153	40	40
template1_class3_FOXA1_PPARA_HNF1A_NR2F2	2	321	35	75
template1_class3_FOXA1_PPARA_HNF1A_ONECUT1	2	457	80	74
template1_class3_FOXA1_PPARA_HNF1A_REST	2	378	22	80
template1_class3_FOXA1_PPARA_HNF1A_XBP1	2	334	46	85
template1_class3_FOXA1_PPARA_NR2F2_CEBPA	2	291	21	38
template1_class3_FOXA1_PPARA_NR2F2_CTCF	2	211	26	38
template1_class3_FOXA1_PPARA_NR2F2_HNF1A	2	5	18	10
template1_class3_FOXA1_PPARA_NR2F2_ONECUT1	2	454	44	104
template1_class3_FOXA1_PPARA_NR2F2_REST	2	387	91	74
template1_class3_FOXA1_PPARA_NR2F2_XBP1	2	6	8	18
template1_class3_FOXA1_PPARA_ONECUT1_CEBPA	2	237	20	78
template1_class3_FOXA1_PPARA_ONECUT1_CTCF	2	352	22	61
template1_class3_FOXA1_PPARA_ONECUT1_HNF1A	2	409	69	112
template1_class3_FOXA1_PPARA_ONECUT1_NR2F2	2	314	28	106
template1_class3_FOXA1_PPARA_ONECUT1_REST	2	407	19	36
template1_class3_FOXA1_PPARA_ONECUT1_XBP1	2	296	44	117
template1_class3_FOXA1_PPARA_REST_CEBPA	2	281	78	23
template1_class3_FOXA1_PPARA_REST_CTCF	2	158	19	27
template1_class3_FOXA1_PPARA_REST_HNF1A	2	163	22	14
template1_class3_FOXA1_PPARA_REST_NR2F2	2	235	58	10
template1_class3_FOXA1_PPARA_REST_ONECUT1	2	285	37	20
template1_class3_FOXA1_PPARA_REST_XBP1	2	146	15	9
template1_class3_FOXA1_PPARA_XBP1_CEBPA	2	241	4	54
template1_class3_FOXA1_PPARA_XBP1_CTCF	2	174	55	47
template1_class3_FOXA1_PPARA_XBP1_HNF1A	2	363	105	81
template1_class3_FOXA1_PPARA_XBP1_NR2F2	2	241	51	118
template1_class3_FOXA1_PPARA_XBP1_ONECUT1	2	274	3	38
template1_class3_FOXA1_PPARA_XBP1_REST	2	233	29	31
template1_class3_FOXA1_REST_CEBPA_CTCF	2	383	59	33
template1_class3_FOXA1_REST_CEBPA_HNF1A	2	355	70	28
template1_class3_FOXA1_REST_CEBPA_NR2F2	2	8	15	19
template1_class3_FOXA1_REST_CEBPA_ONECUT1	2	615	27	30
template1_class3_FOXA1_REST_CEBPA_PPARA	2	352	38	68
template1_class3_FOXA1_REST_CEBPA_XBP1	2	626	75	102
template1_class3_FOXA1_REST_CTCF_CEBPA	2	390	38	21
template1_class3_FOXA1_REST_CTCF_HNF1A	2	222	3	27
template1_class3_FOXA1_REST_CTCF_NR2F2	2	319	11	8
template1_class3_FOXA1_REST_CTCF_ONECUT1	2	225	20	22
template1_class3_FOXA1_REST_CTCF_PPARA	2	180	3	8
template1_class3_FOXA1_REST_CTCF_XBP1	2	334	53	12
template1_class3_FOXA1_REST_HNF1A_CEBPA	2	432	59	31
template1_class3_FOXA1_REST_HNF1A_CTCF	2	90	20	6
template1_class3_FOXA1_REST_HNF1A_NR2F2	2	163	43	14
template1_class3_FOXA1_REST_HNF1A_ONECUT1	2	183	12	21
template1_class3_FOXA1_REST_HNF1A_PPARA	2	188	7	2
template1_class3_FOXA1_REST_HNF1A_XBP1	2	242	15	42
template1_class3_FOXA1_REST_NR2F2_CEBPA	2	20	13	9
template1_class3_FOXA1_REST_NR2F2_CTCF	2	259	19	18
template1_class3_FOXA1_REST_NR2F2_HNF1A	2	0	6	5
template1_class3_FOXA1_REST_NR2F2_ONECUT1	2	83	17	34
template1_class3_FOXA1_REST_NR2F2_PPARA	2	218	21	6
template1_class3_FOXA1_REST_NR2F2_XBP1	2	1	4	11
template1_class3_FOXA1_REST_ONECUT1_CEBPA	2	436	41	25
template1_class3_FOXA1_REST_ONECUT1_CTCF	2	170	8	43
template1_class3_FOXA1_REST_ONECUT1_HNF1A	2	330	8	31
template1_class3_FOXA1_REST_ONECUT1_NR2F2	2	149	48	31
template1_class3_FOXA1_REST_ONECUT1_PPARA	2	325	13	45
template1_class3_FOXA1_REST_ONECUT1_XBP1	2	646	67	25
template1_class3_FOXA1_REST_PPARA_CEBPA	2	259	20	25
template1_class3_FOXA1_REST_PPARA_CTCF	2	135	23	12
template1_class3_FOXA1_REST_PPARA_HNF1A	2	221	10	44
template1_class3_FOXA1_REST_PPARA_NR2F2	2	255	26	47
template1_class3_FOXA1_REST_PPARA_ONECUT1	2	457	40	33
template1_class3_FOXA1_REST_PPARA_XBP1	2	223	26	23
template1_class3_FOXA1_REST_XBP1_CEBPA	2	285	14	14
template1_class3_FOXA1_REST_XBP1_CTCF	2	120	0	11
template1_class3_FOXA1_REST_XBP1_HNF1A	2	240	32	6
template1_class3_FOXA1_REST_XBP1_NR2F2	2	98	14	22
template1_class3_FOXA1_REST_XBP1_ONECUT1	2	397	76	62
template1_class3_FOXA1_REST_XBP1_PPARA	2	108	8	5
template1_class3_FOXA1_XBP1_CEBPA_CTCF	2	212	84	64
template1_class3_FOXA1_XBP1_CEBPA_HNF1A	2	274	55	55
template1_class3_FOXA1_XBP1_CEBPA_NR2F2	2	4	15	50
template1_class3_FOXA1_XBP1_CEBPA_ONECUT1	2	526	86	178
template1_class3_FOXA1_XBP1_CEBPA_PPARA	2	316	31	82
template1_class3_FOXA1_XBP1_CEBPA_REST	2	331	37	21
template1_class3_FOXA1_XBP1_CTCF_CEBPA	2	406	31	77
template1_class3_FOXA1_XBP1_CTCF_HNF1A	2	297	65	71
template1_class3_FOXA1_XBP1_CTCF_NR2F2	2	88	9	0
template1_class3_FOXA1_XBP1_CTCF_ONECUT1	2	290	18	36
template1_class3_FOXA1_XBP1_CTCF_PPARA	2	62	0	22
template1_class3_FOXA1_XBP1_CTCF_REST	2	27	6	0
template1_class3_FOXA1_XBP1_HNF1A_CEBPA	2	418	71	92
template1_class3_FOXA1_XBP1_HNF1A_CTCF	2	298	54	89
template1_class3_FOXA1_XBP1_HNF1A_NR2F2	2	295	101	99
template1_class3_FOXA1_XBP1_HNF1A_ONECUT1	2	234	29	95
template1_class3_FOXA1_XBP1_HNF1A_PPARA	2	326	56	89
template1_class3_FOXA1_XBP1_HNF1A_REST	2	495	43	19
template1_class3_FOXA1_XBP1_NR2F2_CEBPA	2	3	12	1
template1_class3_FOXA1_XBP1_NR2F2_CTCF	2	244	29	45
template1_class3_FOXA1_XBP1_NR2F2_HNF1A	2	1	20	10
template1_class3_FOXA1_XBP1_NR2F2_ONECUT1	2	13	10	18
template1_class3_FOXA1_XBP1_NR2F2_PPARA	2	114	16	6
template1_class3_FOXA1_XBP1_NR2F2_REST	2	0	14	7
template1_class3_FOXA1_XBP1_ONECUT1_CEBPA	2	319	38	83
template1_class3_FOXA1_XBP1_ONECUT1_CTCF	2	323	63	93
template1_class3_FOXA1_XBP1_ONECUT1_HNF1A	2	639	61	199
template1_class3_FOXA1_XBP1_ONECUT1_NR2F2	2	50	84	101
template1_class3_FOXA1_XBP1_ONECUT1_PPARA	2	271	17	61
template1_class3_FOXA1_XBP1_ONECUT1_REST	2	512	90	36
template1_class3_FOXA1_XBP1_PPARA_CEBPA	2	507	130	52
template1_class3_FOXA1_XBP1_PPARA_CTCF	2	130	1	27
template1_class3_FOXA1_XBP1_PPARA_HNF1A	2	341	16	100
template1_class3_FOXA1_XBP1_PPARA_NR2F2	2	154	0	49
template1_class3_FOXA1_XBP1_PPARA_ONECUT1	2	331	63	60
template1_class3_FOXA1_XBP1_PPARA_REST	2	37	0	4
template1_class3_FOXA1_XBP1_REST_CEBPA	2	205	19	22
template1_class3_FOXA1_XBP1_REST_CTCF	2	105	15	6
template1_class3_FOXA1_XBP1_REST_HNF1A	2	217	11	32
template1_class3_FOXA1_XBP1_REST_NR2F2	2	212	70	38
template1_class3_FOXA1_XBP1_REST_ONECUT1	2	221	12	22
template1_class3_FOXA1_XBP1_REST_PPARA	2	81	33	9
template1_class3_HNF1A_CEBPA_CTCF_FOXA1	2	338	38	118
template1_class3_HNF1A_CEBPA_CTCF_NR2F2	2	492	86	115
template1_class3_HNF1A_CEBPA_CTCF_ONECUT1	2	498	100	102
template1_class3_HNF1A_CEBPA_CTCF_PPARA	2	346	29	89
template1_class3_HNF1A_CEBPA_CTCF_REST	2	348	54	30
template1_class3_HNF1A_CEBPA_CTCF_XBP1	2	395	50	77
template1_class3_HNF1A_CEBPA_FOXA1_CTCF	2	615	108	161
template1_class3_HNF1A_CEBPA_FOXA1_NR2F2	2	2	20	27
template1_class3_HNF1A_CEBPA_FOXA1_ONECUT1	2	465	67	141
template1_class3_HNF1A_CEBPA_FOXA1_PPARA	2	466	82	170
template1_class3_HNF1A_CEBPA_FOXA1_REST	2	237	110	29
template1_class3_HNF1A_CEBPA_FOXA1_XBP1	2	215	54	110
template1_class3_HNF1A_CEBPA_NR2F2_CTCF	2	318	94	128
template1_class3_HNF1A_CEBPA_NR2F2_FOXA1	2	2	17	22
template1_class3_HNF1A_CEBPA_NR2F2_ONECUT1	2	1	28	23
template1_class3_HNF1A_CEBPA_NR2F2_PPARA	2	667	85	149
template1_class3_HNF1A_CEBPA_NR2F2_REST	2	1	16	19
template1_class3_HNF1A_CEBPA_NR2F2_XBP1	2	0	22	15
template1_class3_HNF1A_CEBPA_ONECUT1_CTCF	2	222	50	58
template1_class3_HNF1A_CEBPA_ONECUT1_FOXA1	2	251	39	58
template1_class3_HNF1A_CEBPA_ONECUT1_NR2F2	2	61	119	146
template1_class3_HNF1A_CEBPA_ONECUT1_PPARA	2	447	65	67
template1_class3_HNF1A_CEBPA_ONECUT1_REST	2	278	68	12
template1_class3_HNF1A_CEBPA_ONECUT1_XBP1	2	570	139	113
template1_class3_HNF1A_CEBPA_PPARA_CTCF	2	239	42	43
template1_class3_HNF1A_CEBPA_PPARA_FOXA1	2	422	75	81
template1_class3_HNF1A_CEBPA_PPARA_NR2F2	2	341	127	118
template1_class3_HNF1A_CEBPA_PPARA_ONECUT1	2	558	95	125
template1_class3_HNF1A_CEBPA_PPARA_REST	2	406	50	48
template1_class3_HNF1A_CEBPA_PPARA_XBP1	2	550	101	89
template1_class3_HNF1A_CEBPA_REST_CTCF	2	316	66	25
template1_class3_HNF1A_CEBPA_REST_FOXA1	2	542	75	101
template1_class3_HNF1A_CEBPA_REST_NR2F2	2	438	106	83
template1_class3_HNF1A_CEBPA_REST_ONECUT1	2	340	62	64
template1_class3_HNF1A_CEBPA_REST_PPARA	2	329	39	35
template1_class3_HNF1A_CEBPA_REST_XBP1	2	276	39	24
template1_class3_HNF1A_CEBPA_XBP1_CTCF	2	510	149	173
template1_class3_HNF1A_CEBPA_XBP1_FOXA1	2	732	120	152
template1_class3_HNF1A_CEBPA_XBP1_NR2F2	2	98	77	96
template1_class3_HNF1A_CEBPA_XBP1_ONECUT1	2	846	139	227
template1_class3_HNF1A_CEBPA_XBP1_PPARA	2	298	64	60
template1_class3_HNF1A_CEBPA_XBP1_REST	2	422	82	64
template1_class3_HNF1A_CTCF_CEBPA_FOXA1	2	295	27	80
template1_class3_HNF1A_CTCF_CEBPA_NR2F2	2	295	46	133
template1_class3_HNF1A_CTCF_CEBPA_ONECUT1	2	438	60	91
template1_class3_HNF1A_CTCF_CEBPA_PPARA	2	248	38	68
template1_class3_HNF1A_CTCF_CEBPA_REST	2	214	98	57
template1_class3_HNF1A_CTCF_CEBPA_XBP1	2	249	9	84
template1_class3_HNF1A_CTCF_FOXA1_CEBPA	2	347	35	72
template1_class3_HNF1A_CTCF_FOXA1_NR2F2	2	524	85	157
template1_class3_HNF1A_CTCF_FOXA1_ONECUT1	2	335	55	54
template1_class3_HNF1A_CTCF_FOXA1_PPARA	2	250	44	85
template1_class3_HNF1A_CTCF_FOXA1_REST	2	363	81	62
template1_class3_HNF1A_CTCF_FOXA1_XBP1	2	418	54	74
template1_class3_HNF1A_CTCF_NR2F2_CEBPA	2	0	21	13
template1_class3_HNF1A_CTCF_NR2F2_FOXA1	2	0	25	21
template1_class3_HNF1A_CTCF_NR2F2_ONECUT1	2	3	14	28
template1_class3_HNF1A_CTCF_NR2F2_PPARA	2	295	34	25
template1_class3_HNF1A_CTCF_NR2F2_REST	2	243	112	64
template1_class3_HNF1A_CTCF_NR2F2_XBP1	2	21	9	31
template1_class3_HNF1A_CTCF_ONECUT1_CEBPA	2	418	30	47
template1_class3_HNF1A_CTCF_ONECUT1_FOXA1	2	361	66	44
template1_class3_HNF1A_CTCF_ONECUT1_NR2F2	2	367	78	184
template1_class3_HNF1A_CTCF_ONECUT1_PPARA	2	237	20	61
template1_class3_HNF1A_CTCF_ONECUT1_REST	2	521	80	84
template1_class3_HNF1A_CTCF_ONECUT1_XBP1	2	656	149	198
template1_class3_HNF1A_CTCF_PPARA_CEBPA	2	387	88	138
template1_class3_HNF1A_CTCF_PPARA_FOXA1	2	358	25	73
template1_class3_HNF1A_CTCF_PPARA_NR2F2	2	191	39	24
template1_class3_HNF1A_CTCF_PPARA_ONECUT1	2	193	67	66
template1_class3_HNF1A_CTCF_PPARA_REST	2	207	14	0
template1_class3_HNF1A_CTCF_PPARA_XBP1	2	414	124	102
template1_class3_HNF1A_CTCF_REST_CEBPA	2	295	84	22
template1_class3_HNF1A_CTCF_REST_FOXA1	2	589	59	101
template1_class3_HNF1A_CTCF_REST_NR2F2	2	231	84	56
template1_class3_HNF1A_CTCF_REST_ONECUT1	2	250	22	3
template1_class3_HNF1A_CTCF_REST_PPARA	2	368	45	35
template1_class3_HNF1A_CTCF_REST_XBP1	2	432	81	42
template1_class3_HNF1A_CTCF_XBP1_CEBPA	2	352	45	124
template1_class3_HNF1A_CTCF_XBP1_FOXA1	2	454	53	145
template1_class3_HNF1A_CTCF_XBP1_NR2F2	2	22	27	34
template1_class3_HNF1A_CTCF_XBP1_ONECUT1	2	273	71	67
template1_class3_HNF1A_CTCF_XBP1_PPARA	2	333	87	94
template1_class3_HNF1A_CTCF_XBP1_REST	2	350	59	31
template1_class3_HNF1A_FOXA1_CEBPA_CTCF	2	471	110	167
template1_class3_HNF1A_FOXA1_CEBPA_NR2F2	2	3	40	24
template1_class3_HNF1A_FOXA1_CEBPA_ONECUT1	2	491	81	82
template1_class3_HNF1A_FOXA1_CEBPA_PPARA	2	352	59	151
template1_class3_HNF1A_FOXA1_CEBPA_REST	2	362	62	49
template1_class3_HNF1A_FOXA1_CEBPA_XBP1	2	893	143	285
template1_class3_HNF1A_FOXA1_CTCF_CEBPA	2	279	42	66
template1_class3_HNF1A_FOXA1_CTCF_NR2F2	2	259	46	65
template1_class3_HNF1A_FOXA1_CTCF_ONECUT1	2	380	48	94
template1_class3_HNF1A_FOXA1_CTCF_PPARA	2	194	83	41
template1_class3_HNF1A_FOXA1_CTCF_REST	2	466	84	47
template1_class3_HNF1A_FOXA1_CTCF_XBP1	2	350	46	96
template1_class3_HNF1A_FOXA1_NR2F2_CEBPA	2	0	9	13
template1_class3_HNF1A_FOXA1_NR2F2_CTCF	2	387	95	98
template1_class3_HNF1A_FOXA1_NR2F2_ONECUT1	2	0	31	24
template1_class3_HNF1A_FOXA1_NR2F2_PPARA	2	602	58	153
template1_class3_HNF1A_FOXA1_NR2F2_REST	2	1	7	15
template1_class3_HNF1A_FOXA1_NR2F2_XBP1	2	0	8	16
template1_class3_HNF1A_FOXA1_ONECUT1_CEBPA	2	577	82	128
template1_class3_HNF1A_FOXA1_ONECUT1_CTCF	2	257	63	80
template1_class3_HNF1A_FOXA1_ONECUT1_NR2F2	2	73	146	105
template1_class3_HNF1A_FOXA1_ONECUT1_PPARA	2	621	102	174
template1_class3_HNF1A_FOXA1_ONECUT1_REST	2	436	81	80
template1_class3_HNF1A_FOXA1_ONECUT1_XBP1	2	718	129	249
template1_class3_HNF1A_FOXA1_PPARA_CEBPA	2	470	39	189
template1_class3_HNF1A_FOXA1_PPARA_CTCF	2	251	80	87
template1_class3_HNF1A_FOXA1_PPARA_NR2F2	2	601	143	129
template1_class3_HNF1A_FOXA1_PPARA_ONECUT1	2	264	24	64
template1_class3_HNF1A_FOXA1_PPARA_REST	2	290	60	45
template1_class3_HNF1A_FOXA1_PPARA_XBP1	2	324	41	117
template1_class3_HNF1A_FOXA1_REST_CEBPA	2	490	60	80
template1_class3_HNF1A_FOXA1_REST_CTCF	2	392	99	43
template1_class3_HNF1A_FOXA1_REST_NR2F2	2	394	134	91
template1_class3_HNF1A_FOXA1_REST_ONECUT1	2	285	86	50
template1_class3_HNF1A_FOXA1_REST_PPARA	2	152	8	7
template1_class3_HNF1A_FOXA1_REST_XBP1	2	541	57	58
template1_class3_HNF1A_FOXA1_XBP1_CEBPA	2	790	168	247
template1_class3_HNF1A_FOXA1_XBP1_CTCF	2	265	57	57
template1_class3_HNF1A_FOXA1_XBP1_NR2F2	2	52	49	73
template1_class3_HNF1A_FOXA1_XBP1_ONECUT1	2	266	57	95
template1_class3_HNF1A_FOXA1_XBP1_PPARA	2	582	57	96
template1_class3_HNF1A_FOXA1_XBP1_REST	2	329	64	23
template1_class3_HNF1A_NR2F2_CEBPA_CTCF	2	284	31	59
template1_class3_HNF1A_NR2F2_CEBPA_FOXA1	2	140	47	60
template1_class3_HNF1A_NR2F2_CEBPA_ONECUT1	2	41	14	17
template1_class3_HNF1A_NR2F2_CEBPA_PPARA	2	348	46	86
template1_class3_HNF1A_NR2F2_CEBPA_REST	2	1	17	8
template1_class3_HNF1A_NR2F2_CEBPA_XBP1	2	0	13	16
template1_class3_HNF1A_NR2F2_CTCF_CEBPA	2	318	58	48
template1_class3_HNF1A_NR2F2_CTCF_FOXA1	2	676	137	252
template1_class3_HNF1A_NR2F2_CTCF_ONECUT1	2	550	65	112
template1_class3_HNF1A_NR2F2_CTCF_PPARA	2	234	35	62
template1_class3_HNF1A_NR2F2_CTCF_REST	2	303	37	34
template1_class3_HNF1A_NR2F2_CTCF_XBP1	2	324	73	90
template1_class3_HNF1A_NR2F2_FOXA1_CEBPA	2	70	30	52
template1_class3_HNF1A_NR2F2_FOXA1_CTCF	2	243	38	59
template1_class3_HNF1A_NR2F2_FOXA1_ONECUT1	2	37	24	29
template1_class3_HNF1A_NR2F2_FOXA1_PPARA	2	378	57	87
template1_class3_HNF1A_NR2F2_FOXA1_REST	2	1	2	5
template1_class3_HNF1A_NR2F2_FOXA1_XBP1	2	0	2	5
template1_class3_HNF1A_NR2F2_ONECUT1_CEBPA	2	317	70	112
template1_class3_HNF1A_NR2F2_ONECUT1_CTCF	2	426	120	140
template1_class3_HNF1A_NR2F2_ONECUT1_FOXA1	2	433	107	146
template1_class3_HNF1A_NR2F2_ONECUT1_PPARA	2	352	60	105
template1_class3_HNF1A_NR2F2_ONECUT1_REST	2	12	12	9
template1_class3_HNF1A_NR2F2_ONECUT1_XBP1	2	1	12	19
template1_class3_HNF1A_NR2F2_PPARA_CEBPA	2	551	43	107
template1_class3_HNF1A_NR2F2_PPARA_CTCF	2	212	17	115
template1_class3_HNF1A_NR2F2_PPARA_FOXA1	2	386	34	72
template1_class3_HNF1A_NR2F2_PPARA_ONECUT1	2	450	82	103
template1_class3_HNF1A_NR2F2_PPARA_REST	2	657	80	99
template1_class3_HNF1A_NR2F2_PPARA_XBP1	2	497	105	106
template1_class3_HNF1A_NR2F2_REST_CEBPA	2	3	8	9
template1_class3_HNF1A_NR2F2_REST_CTCF	2	161	53	87
template1_class3_HNF1A_NR2F2_REST_FOXA1	2	7	19	12
template1_class3_HNF1A_NR2F2_REST_ONECUT1	2	236	54	64
template1_class3_HNF1A_NR2F2_REST_PPARA	2	219	36	56
template1_class3_HNF1A_NR2F2_REST_XBP1	2	32	13	25
template1_class3_HNF1A_NR2F2_XBP1_CEBPA	2	0	32	50
template1_class3_HNF1A_NR2F2_XBP1_CTCF	2	78	35	36
template1_class3_HNF1A_NR2F2_XBP1_FOXA1	2	1	27	26
template1_class3_HNF1A_NR2F2_XBP1_ONECUT1	2	0	13	26
template1_class3_HNF1A_NR2F2_XBP1_PPARA	2	395	70	57
template1_class3_HNF1A_NR2F2_XBP1_REST	2	1	11	7
template1_class3_HNF1A_ONECUT1_CEBPA_CTCF	2	405	106	107
template1_class3_HNF1A_ONECUT1_CEBPA_FOXA1	2	316	34	79
template1_class3_HNF1A_ONECUT1_CEBPA_NR2F2	2	9	52	24
template1_class3_HNF1A_ONECUT1_CEBPA_PPARA	2	238	47	45
template1_class3_HNF1A_ONECUT1_CEBPA_REST	2	336	64	45
template1_class3_HNF1A_ONECUT1_CEBPA_XBP1	2	284	38	41
template1_class3_HNF1A_ONECUT1_CTCF_CEBPA	2	278	46	119
template1_class3_HNF1A_ONECUT1_CTCF_FOXA1	2	425	86	83
template1_class3_HNF1A_ONECUT1_CTCF_NR2F2	2	152	26	56
template1_class3_HNF1A_ONECUT1_CTCF_PPARA	2	365	63	133
template1_class3_HNF1A_ONECUT1_CTCF_REST	2	365	69	23
template1_class3_HNF1A_ONECUT1_CTCF_XBP1	2	324	18	46
template1_class3_HNF1A_ONECUT1_FOXA1_CEBPA	2	311	77	108
template1_class3_HNF1A_ONECUT1_FOXA1_CTCF	2	466	68	166
template1_class3_HNF1A_ONECUT1_FOXA1_NR2F2	2	2	32	34
template1_class3_HNF1A_ONECUT1_FOXA1_PPARA	2	545	87	122
template1_class3_HNF1A_ONECUT1_FOXA1_REST	2	239	53	68
template1_class3_HNF1A_ONECUT1_FOXA1_XBP1	2	438	60	156
template1_class3_HNF1A_ONECUT1_NR2F2_CEBPA	2	25	43	50
template1_class3_HNF1A_ONECUT1_NR2F2_CTCF	2	347	62	82
template1_class3_HNF1A_ONECUT1_NR2F2_FOXA1	2	13	57	53
template1_class3_HNF1A_ONECUT1_NR2F2_PPARA	2	553	55	97
template1_class3_HNF1A_ONECUT1_NR2F2_REST	2	132	23	41
template1_class3_HNF1A_ONECUT1_NR2F2_XBP1	2	0	11	10
template1_class3_HNF1A_ONECUT1_PPARA_CEBPA	2	250	11	94
template1_class3_HNF1A_ONECUT1_PPARA_CTCF	2	238	27	54
template1_class3_HNF1A_ONECUT1_PPARA_FOXA1	2	209	33	42
template1_class3_HNF1A_ONECUT1_PPARA_NR2F2	2	338	66	97
template1_class3_HNF1A_ONECUT1_PPARA_REST	2	367	74	66
template1_class3_HNF1A_ONECUT1_PPARA_XBP1	2	350	38	43
template1_class3_HNF1A_ONECUT1_REST_CEBPA	2	263	9	16
template1_class3_HNF1A_ONECUT1_REST_CTCF	2	559	60	68
template1_class3_HNF1A_ONECUT1_REST_FOXA1	2	252	27	22
template1_class3_HNF1A_ONECUT1_REST_NR2F2	2	87	36	46
template1_class3_HNF1A_ONECUT1_REST_PPARA	2	283	34	28
template1_class3_HNF1A_ONECUT1_REST_XBP1	2	265	90	28
template1_class3_HNF1A_ONECUT1_XBP1_CEBPA	2	612	98	114
template1_class3_HNF1A_ONECUT1_XBP1_CTCF	2	303	17	55
template1_class3_HNF1A_ONECUT1_XBP1_FOXA1	2	599	99	169
template1_class3_HNF1A_ONECUT1_XBP1_NR2F2	2	105	42	99
template1_class3_HNF1A_ONECUT1_XBP1_PPARA	2	541	105	82
template1_class3_HNF1A_ONECUT1_XBP1_REST	2	378	43	49
template1_class3_HNF1A_PPARA_CEBPA_CTCF	2	358	55	119
template1_class3_HNF1A_PPARA_CEBPA_FOXA1	2	547	100	246
template1_class3_HNF1A_PPARA_CEBPA_NR2F2	2	254	29	70
template1_class3_HNF1A_PPARA_CEBPA_ONECUT1	2	580	166	157
template1_class3_HNF1A_PPARA_CEBPA_REST	2	344	78	54
template1_class3_HNF1A_PPARA_CEBPA_XBP1	2	446	57	64
template1_class3_HNF1A_PPARA_CTCF_CEBPA	2	329	12	95
template1_class3_HNF1A_PPARA_CTCF_FOXA1	2	379	51	67
template1_class3_HNF1A_PPARA_CTCF_NR2F2	2	224	42	79
template1_class3_HNF1A_PPARA_CTCF_ONECUT1	2	327	20	73
